drug_name,drug_page,name,content
Melarsoprol,https://en.wikipedia.org/wiki/Melarsoprol,Melarsoprol,"Melarsoprol is an arsenic-containing medication used for the treatment of sleeping sickness (African trypanosomiasis). It is specifically used for second-stage disease caused by Trypanosoma brucei rhodesiense when the central nervous system is involved. For Trypanosoma brucei gambiense, eflornithine or fexinidazole is usually preferred. It is effective in about 95% of people. It is given by injection into a vein.Melarsoprol has a high number of side effects. Common side effects include brain dysfunction, numbness, rashes, and kidney and liver problems. About 1-5% of people die during treatment, although this is tolerated due to sleeping sickness itself having a practically 100% mortality rate when untreated. In those with glucose-6-phosphate dehydrogenase (G6PD) deficiency, red blood cell breakdown may occur. It has not been studied in pregnancy. It works by blocking pyruvate kinase, an enzyme required for aerobic metabolism by the parasite.Melarsoprol has been used medically since 1949. It is on the World Health Organization's List of Essential Medicines. In regions of the world where the disease is common, melarsoprol is provided for free by the World Health Organization. It is not commercially available in Canada or the United States. In the United States, it may be obtained from the Centers for Disease Control and Prevention, while in Canada it is available from Health Canada."
Nifurtimox,https://en.wikipedia.org/wiki/Nifurtimox,Nifurtimox,"Nifurtimox, sold under the brand name Lampit, is a medication used to treat Chagas disease and sleeping sickness. For sleeping sickness it is used together with eflornithine in nifurtimox-eflornithine combination treatment. In Chagas disease it is a second-line option to benznidazole. It is given by mouth.Common side effects include abdominal pain, headache, nausea, and weight loss. There are concerns from animal studies that it may increase the risk of cancer but these concerns have not been found in human trials. Nifurtimox is not recommended in pregnancy or in those with significant kidney or liver problems. It is a type of nitrofuran.Nifurtimox came into medication use in 1965. It is on the World Health Organization's List of Essential Medicines. It is not available commercially in Canada. It was approved for medical use in the United States in August 2020. In regions of the world where the disease is common nifurtimox is provided for free by the World Health Organization (WHO)."
Melarsoprol,https://en.wikipedia.org/wiki/Melarsoprol,Melarsoprol,"Melarsoprol is an arsenic-containing medication used for the treatment of sleeping sickness (African trypanosomiasis). It is specifically used for second-stage disease caused by Trypanosoma brucei rhodesiense when the central nervous system is involved. For Trypanosoma brucei gambiense, eflornithine or fexinidazole is usually preferred. It is effective in about 95% of people. It is given by injection into a vein.Melarsoprol has a high number of side effects. Common side effects include brain dysfunction, numbness, rashes, and kidney and liver problems. About 1-5% of people die during treatment, although this is tolerated due to sleeping sickness itself having a practically 100% mortality rate when untreated. In those with glucose-6-phosphate dehydrogenase (G6PD) deficiency, red blood cell breakdown may occur. It has not been studied in pregnancy. It works by blocking pyruvate kinase, an enzyme required for aerobic metabolism by the parasite.Melarsoprol has been used medically since 1949. It is on the World Health Organization's List of Essential Medicines. In regions of the world where the disease is common, melarsoprol is provided for free by the World Health Organization. It is not commercially available in Canada or the United States. In the United States, it may be obtained from the Centers for Disease Control and Prevention, while in Canada it is available from Health Canada."
Benznidazole,https://en.wikipedia.org/wiki/Benznidazole,Benznidazole,"Benznidazole is an antiparasitic medication used in the treatment of Chagas disease. While it is highly effective in early disease, the effectiveness decreases in those who have long-term infection. It is the first-line treatment given its moderate side effects compared to nifurtimox. It is taken by mouth.Side effects are fairly common. They include rash, numbness, fever, muscle pain, loss of appetite, and trouble sleeping. Rare side effects include bone marrow suppression which can lead to low blood cell levels. It is not recommended during pregnancy or in people with severe liver or kidney disease. Benznidazole is in the nitroimidazole family of medication and works by the production of free radicals.Benznidazole came into medical use in 1971. It is on the World Health Organization's List of Essential Medicines. As of 2012, Laboratório Farmacêutico do Estado de Pernambuco, a government run pharmaceutical company in Brazil was the only producer."
Nifurtimox,https://en.wikipedia.org/wiki/Nifurtimox,Nifurtimox,"Nifurtimox, sold under the brand name Lampit, is a medication used to treat Chagas disease and sleeping sickness. For sleeping sickness it is used together with eflornithine in nifurtimox-eflornithine combination treatment. In Chagas disease it is a second-line option to benznidazole. It is given by mouth.Common side effects include abdominal pain, headache, nausea, and weight loss. There are concerns from animal studies that it may increase the risk of cancer but these concerns have not been found in human trials. Nifurtimox is not recommended in pregnancy or in those with significant kidney or liver problems. It is a type of nitrofuran.Nifurtimox came into medication use in 1965. It is on the World Health Organization's List of Essential Medicines. It is not available commercially in Canada. It was approved for medical use in the United States in August 2020. In regions of the world where the disease is common nifurtimox is provided for free by the World Health Organization (WHO)."
Ivermectin,https://en.wikipedia.org/wiki/Ivermectin,Ivermectin,"Ivermectin is an antiparasitic drug. After its discovery in 1975, its first uses were in veterinary medicine to prevent and treat heartworm and acariasis. Approved for human use in 1987, today it is used to treat infestations including head lice, scabies, river blindness (onchocerciasis), strongyloidiasis, trichuriasis, ascariasis and lymphatic filariasis. It works through many mechanisms to kill the targeted parasites, and can be taken by mouth, or applied to the skin for external infestations. It belongs to the avermectin family of medications.William Campbell and Satoshi Ōmura won the 2015 Nobel Prize in Physiology or Medicine for its discovery and applications. It is on the World Health Organization's List of Essential Medicines, and is approved by the U.S. Food and Drug Administration as an antiparasitic agent. In 2020, it was the 423rd most commonly prescribed medication in the United States, with more than 100,000 prescriptions. It is available as a generic medicine.During the COVID-19 pandemic, misinformation has been widely spread claiming that ivermectin is beneficial for treating and preventing COVID-19. Such claims are not backed by credible scientific evidence. Multiple major health organizations, including the U.S. Food and Drug Administration, the U.S. Centers for Disease Control and Prevention, the European Medicines Agency, and the World Health Organization have stated that ivermectin is not authorized or approved to treat COVID-19."
Ansuvimab,https://en.wikipedia.org/wiki/Ansuvimab,Ansuvimab,"Ansuvimab, sold under the brand name Ebanga, is a monoclonal antibody medication for the treatment of Zaire ebolavirus (Ebolavirus) infection.The most common symptoms include fever, tachycardia (fast heart rate), diarrhea, vomiting, hypotension (low blood pressure), tachypnea (fast breathing) and chills; however, these are also common symptoms of Ebolavirus infection.Ansuvimab was approved for medical use in the United States in December 2020. It is on the World Health Organization's List of Essential Medicines."
Atoltivimab/maftivimab/odesivimab,https://en.wikipedia.org/wiki/Atoltivimab/maftivimab/odesivimab,Atoltivimab/maftivimab/odesivimab,"Atoltivimab/maftivimab/odesivimab, sold under the brand name Inmazeb, is a fixed-dose combination of three monoclonal antibodies for the treatment of Zaire ebolavirus (Ebola virus). It contains atoltivimab, maftivimab, and odesivimab-ebgn and was developed by Regeneron Pharmaceuticals.The most common side effects include fever, chills, tachycardia (fast heart rate), tachypnea (fast breathing), and vomiting; however, these are also common symptoms of Ebola virus infection.Atoltivimab/maftivimab/odesivimab is the first FDA-approved treatment for Zaire ebolavirus. Atoltivimab/maftivimab/odesivimab was approved for medical use in the United States in October 2020. The U.S. Food and Drug Administration (FDA) considers it to be a first-in-class medication. It is on the World Health Organization's List of Essential Medicines."
atoltivimab,https://en.wikipedia.org/wiki/Atoltivimab,Atoltivimab,Atoltivimab is a Zaire ebolavirus glycoprotein-directed human monoclonal antibody that is part of the fixed-dose combination atoltivimab/maftivimab/odesivimab that is used for the treatment of Zaire ebolavirus (Ebola virus).
maftivimab,https://en.wikipedia.org/wiki/Maftivimab,Maftivimab,Maftivimab is a Zaire ebolavirus glycoprotein-directed human monoclonal antibody that is part of the fixed-dose combination atoltivimab/maftivimab/odesivimab that is used for the treatment of Zaire ebolavirus (Ebola virus).
odesivimab,https://en.wikipedia.org/wiki/Odesivimab,Odesivimab,Odesivimab is a Zaire ebolavirus glycoprotein-directed human monoclonal antibody that is part of the fixed-dose combination atoltivimab/maftivimab/odesivimab that is used for the treatment of Zaire ebolavirus (Ebola virus).
Acetylsalicylic acid,https://en.wikipedia.org/wiki/Acetylsalicylic_acid,Acetylsalicylic_acid,"Aspirin, also known as acetylsalicylic acid (ASA), is a nonsteroidal anti-inflammatory drug (NSAID) used to reduce pain, fever, and/or inflammation, and as an antithrombotic. Specific inflammatory conditions which aspirin is used to treat include Kawasaki disease, pericarditis, and rheumatic fever.Aspirin is also used long-term to help prevent further heart attacks, ischaemic strokes, and blood clots in people at high risk. For pain or fever, effects typically begin within 30 minutes. Aspirin works similarly to other NSAIDs but also suppresses the normal functioning of platelets.One common adverse effect is an upset stomach. More significant side effects include stomach ulcers, stomach bleeding, and worsening asthma. Bleeding risk is greater among those who are older, drink alcohol, take other NSAIDs, or are on other blood thinners. Aspirin is not recommended in the last part of pregnancy. It is not generally recommended in children with infections because of the risk of Reye syndrome. High doses may result in ringing in the ears.A precursor to aspirin found in the bark of the willow tree (genus Salix) has been used for its health effects for at least 2,400 years. In 1853, chemist Charles Frédéric Gerhardt treated the medicine sodium salicylate with acetyl chloride to produce acetylsalicylic acid for the first time. Over the next 50 years, other chemists established the chemical structure and devised more efficient production methods.: 69–75 Aspirin is available without medical prescription as a proprietary or generic medication in most jurisdictions. It is one of the most widely used medications globally, with an estimated 40,000 tonnes (44,000 tons) (50 to 120 billion pills) consumed each year, and is on the World Health Organization's List of Essential Medicines. In 2020, it was the 36th most commonly prescribed medication in the United States, with more than 17 million prescriptions."
Ibuprofen,https://en.wikipedia.org/wiki/Ibuprofen,Ibuprofen,"Ibuprofen is a nonsteroidal anti-inflammatory drug (NSAID) that is used to relieve pain, fever, and inflammation. This includes painful menstrual periods, migraines, and rheumatoid arthritis. It may also be used to close a patent ductus arteriosus in a premature baby. It can be used orally (by mouth) or intravenously. It typically begins working within an hour.Common side effects include heartburn and a rash. Compared to other NSAIDs, it may have other side effects such as gastrointestinal bleeding. It increases the risk of heart failure, kidney failure, and liver failure. At low doses, it does not appear to increase the risk of heart attack; however, at higher doses it may. Ibuprofen can also worsen asthma. While its safety in early pregnancy is unclear, it appears to be harmful in later pregnancy, so it is not recommended during that period.   Like other NSAIDs, it works by inhibiting the production of prostaglandins by decreasing the activity of the enzyme cyclooxygenase (COX). Ibuprofen is a weaker anti-inflammatory agent than other NSAIDs.Ibuprofen was discovered in 1961 by Stewart Adams and John Nicholson while working at Boots UK Limited and initially marketed as Brufen. It is available under a number of brand names, including Nurofen, Advil, and Motrin. Ibuprofen was first marketed in 1969 in the United Kingdom and in 1974 in the United States. It is on the World Health Organization's List of Essential Medicines. It is available as a generic medication. In 2020, it was the 38th-most commonly prescribed medication in the United States, with more than 16 million prescriptions."
Paracetamol,https://en.wikipedia.org/wiki/Paracetamol,Paracetamol,"Paracetamol (acetaminophen or para-hydroxyacetanilide) is a non-opioid analgesic and antipyretic agent used to treat fever and mild to moderate pain. It is a widely used over the counter medication and common brand names include Tylenol and Panadol.
At a standard dose, paracetamol only slightly decreases body temperature; it is inferior to ibuprofen in that respect, and the benefits of its use for fever are unclear, particularly in the context of fever of viral origins. Paracetamol may relieve pain in acute mild migraine but only slightly in episodic tension headache. However, the aspirin/paracetamol/caffeine combination helps with both conditions where the pain is mild and is recommended as a first-line treatment for them. Paracetamol is effective for post-surgical pain, but it is inferior to ibuprofen. The paracetamol/ibuprofen combination provides further increase in potency and is superior to either drug alone. The pain relief paracetamol provides in osteoarthritis is small and clinically insignificant. The evidence in its favor for the use in low back pain, cancer pain, and neuropathic pain is insufficient.In the short term, paracetamol is safe and effective when used as directed. Short term adverse effects are uncommon and similar to ibuprofen, but paracetamol is typically safer than non-steroidal anti-inflammatory drugs (NSAID) for long term use. Paracetamol is also often used in patients who cannot tolerate NSAIDs like ibuprofen. Chronic consumption of paracetamol may result in a drop in hemoglobin level, indicating possible gastrointestinal bleeding, and abnormal liver function tests. Some epidemiological studies have linked paracetamol to cardiovascular, renal, and gastrointestinal diseases, but are largely due to confounding biases and of insignificant relevance with short-term use of paracetamol. Paracetamol may slightly increase systolic blood pressure in hypertensive patients at a dose of 4 grams a day. Elevated frequency of asthma and developmental and reproductive disorders is observed in the offspring of women with prolonged use of paracetamol during pregnancy, although whether paracetamol is the true cause of this increase is unclear. Some studies suggest that there is evidence for an association between paracetamol during pregnancy and autism spectrum disorder and attention deficit hyperactivity disorder, while making clear further research is required to establish any causal link, which has prompted some calls to limit its use in pregnancy to the lowest effective dosage for the shortest possible time.The recommended maximum daily dose for an adult is three to four grams. Higher doses may lead to toxicity, including liver failure. Paracetamol poisoning is the foremost cause of acute liver failure in the Western world, and accounts for most drug overdoses in the United States, the United Kingdom, Australia, and New Zealand.Paracetamol was first made in 1878 by Harmon Northrop Morse or possibly 1852 by Charles Frédéric Gerhardt. It is the most commonly used medication for pain and fever in both the United States and Europe. It is on the World Health Organization's List of Essential Medicines. Paracetamol is available as a generic medication, with brand names including Tylenol and Panadol among others. In 2020, it was the 118th most commonly prescribed medication in the United States, with more than 5 million prescriptions."
Sumatriptan,https://en.wikipedia.org/wiki/Sumatriptan,Sumatriptan,"Sumatriptan, sold commonly under  brand names Imitrex and Treximet among others, is a medication used to treat migraine headaches and cluster headaches. It is taken orally, intranasally, or by subcutaneous injection. Therapeutic effects generally occur within three hours.Its primary effect as a serotonin 5-HT1B/5-HT1D receptor agonist can create common side effects such as chest pressure, fatigue, vomiting, tingling, and vertigo. Serious side effects may include serotonin syndrome, heart attacks, strokes, and seizures. With excessive use, medication overuse headaches may occur. It is unclear if use during pregnancy or breastfeeding is safe. The mechanism of action is not entirely clear. It is in the triptan class of medications.Sumatriptan was patented in 1982 and approved for medical use in 1991. It is on the World Health Organization's List of Essential Medicines. It is available as a generic medication. In 2020, it was the 111th most commonly prescribed medication in the United States, with more than 5 million prescriptions. It is also available as the combination product sumatriptan/naproxen."
Propranolol,https://en.wikipedia.org/wiki/Propranolol,Propranolol,"Propranolol, sold under the brand name Inderal among others, is a medication of the beta blocker class. It is used to treat high blood pressure, a number of types of irregular heart rate, thyrotoxicosis, capillary hemangiomas, performance anxiety, and essential tremors, as well to prevent migraine headaches, and to prevent further heart problems in those with angina or previous heart attacks. It can be taken orally (by mouth) or by intravenous injection (injection into a vein). The formulation that is taken orally (by mouth) comes in short-acting and long-acting versions. Propranolol appears in the blood after 30 minutes and has a maximum effect between 60 and 90 minutes when taken orally.Common side effects include nausea, abdominal pain, and constipation. It should not be used in those with an already slow heart rate and most of those with heart failure. Quickly stopping the medication in those with coronary artery disease may worsen symptoms. It may worsen the symptoms of asthma. Caution is recommended in those with liver or kidney problems. Propranolol may cause harmful effects for the baby if taken during pregnancy. Its use during breastfeeding is probably safe, but the baby should be monitored for side effects. It is a non-selective beta blocker which works by blocking β-adrenergic receptors.Propranolol was patented in 1962 and approved for medical use in 1964. It is on the World Health Organization's List of Essential Medicines. Propranolol is available as a generic medication.  In 2020, it was the 88th most commonly prescribed medication in the United States, with more than 8 million prescriptions."
Adalimumab,https://en.wikipedia.org/wiki/Adalimumab,Adalimumab,"Adalimumab, sold under the brand name Humira, among others, is a monoclonal antibody used to treat rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, Crohn's disease, ulcerative colitis, plaque psoriasis, hidradenitis suppurativa, uveitis, and juvenile idiopathic arthritis. It is administered by subcutaneous injection (injection under the skin).Common side effects include upper respiratory tract infections, pain at the site of injection, rash, and headache. Other side effects may include serious infections, cancer, anaphylaxis, reactivation of hepatitis B, new onset or exacerbation of demyelinating diseases (such as multiple sclerosis), heart failure, liver failure, and aplastic anemia. Use during pregnancy is not recommended, but some sources show use during breastfeeding may be safe.Adalimumab is a disease-modifying antirheumatic drug and monoclonal antibody that works by inactivating tumor necrosis factor-alpha (TNFα).Adalimumab was approved for medical use in the United States in 2002. It is on the World Health Organization's List of Essential Medicines. It is available as a biosimilar medication. In 2020, it was the 205th most commonly prescribed medication in the United States, with more than 2.3 million prescriptions."
Azathioprine,https://en.wikipedia.org/wiki/Azathioprine,Azathioprine,"Azathioprine, sold under the brand name Imuran, among others, is an immunosuppressive medication. It is used for the treatment of rheumatoid arthritis, granulomatosis with polyangiitis, Crohn's disease, ulcerative colitis, and systemic lupus erythematosus; and in kidney transplants to prevent rejection. It is listed by the International Agency for Research on Cancer as a group 1 human carcinogen. It is taken by mouth or injected into a vein.Common side effects include bone-marrow suppression and vomiting. Bone-marrow suppression is especially common in people with a genetic deficiency of the enzyme thiopurine S-methyltransferase. Other serious risk factors include an increased risk of certain cancers. Use during pregnancy may result in harm to the baby. Azathioprine belongs to the purine analogues subclass of antimetabolites family of medications. It works via 6-thioguanine to disrupt the making of RNA and DNA by cells.Azathioprine was first made in 1957. It is on the World Health Organization's List of Essential Medicines. In 2018, it was the 358th most commonly prescribed medication in the United States, with more than 800,000 prescriptions."
Ciclosporin,https://en.wikipedia.org/wiki/Ciclosporin,Ciclosporin,"Ciclosporin, also spelled cyclosporine and cyclosporin, is a calcineurin inhibitor, used as an immunosuppressant medication. It is taken orally or  intravenously for rheumatoid arthritis, psoriasis, Crohn's disease, nephrotic syndrome, eczema, and in organ transplants to prevent rejection. It is also used as eye drops for keratoconjunctivitis sicca (dry eyes).Common side effects include high blood pressure, headache, kidney problems, increased hair growth, and vomiting. Other severe side effects include an increased risk of infection, liver problems, and an increased risk of lymphoma. Blood levels of the medication should be checked to decrease the risk of side effects. Use during pregnancy may result in preterm birth; however, ciclosporin does not appear to cause birth defects.Ciclosporin is believed to work by decreasing the function of lymphocytes. It does this by forming a complex with cyclophilin to block the phosphatase activity of calcineurin, which in turn decreases the production of inflammatory cytokines by T-lymphocytes.Ciclosporin was isolated in 1971 from the fungus Tolypocladium inflatum and came into medical use in 1983. It is on the World Health Organization's List of Essential Medicines. In 2020, it was the 212th most commonly prescribed medication in the United States, with more than 2 million prescriptions. It is available as a generic medication."
Tacrolimus,https://en.wikipedia.org/wiki/Tacrolimus,Tacrolimus,"Tacrolimus, sold under the brand name Prograf among others, is an immunosuppressive drug. After allogenic organ transplant, the risk of organ rejection is moderate. To lower the risk of organ rejection, tacrolimus is given. The drug can also be sold as a topical medication in the treatment of T-cell-mediated diseases such as eczema and psoriasis. For example, it is prescribed for severe refractory uveitis after a bone marrow transplant, exacerbations of minimal change disease, Kimura's disease, and vitiligo. It can be used to treat dry eye syndrome in cats and dogs.Tacrolimus inhibits calcineurin, which is involved in the production of interleukin-2, a molecule that promotes the development and proliferation of T cells, as part of the body's learned (or adaptive) immune response.
Chemically, it is a macrolide lactone that was first discovered in 1987, from the fermentation broth of a Japanese soil sample that contained the bacterium Streptomyces tsukubensis.
It is on the World Health Organization's List of Essential Medicines."
Arsenic trioxide,https://en.wikipedia.org/wiki/Arsenic_trioxide,Arsenic_trioxide,"Arsenic trioxide, sold under the brand name Trisenox among others, is an inorganic compound with the formula As2O3. As an industrial chemical, its major uses include the manufacture of wood preservatives, pesticides, and glass. It is also used as a medication to treat a type of cancer known as acute promyelocytic leukemia. For this use it is given by injection into a vein.Common side effects include vomiting, diarrhea, swelling, shortness of breath, and headaches. Severe side effects may include APL differentiation syndrome and heart problems. Use during pregnancy or breastfeeding may harm the baby. Its mechanism in treating cancer is not entirely clear.Arsenic trioxide was approved for medical use in the United States in 2000. It is on the World Health Organization's List of Essential Medicines. Approximately 50,000 tonnes are produced a year. Due to its toxicity, a number of countries have regulations around its manufacture and sale."
Asparaginase,https://en.wikipedia.org/wiki/Asparaginase,Asparaginase,"Asparaginase is an enzyme that is used as a medication and in food manufacturing. As a medication, L-asparaginase is used to treat acute lymphoblastic leukemia (ALL) and lymphoblastic lymphoma (LBL). It is given by injection into a vein, muscle, or under the skin. A pegylated version is also available. In food manufacturing it is used to decrease acrylamide.Common side effects when used by injection include allergic reactions, pancreatitis, blood clotting problems, high blood sugar, kidney problems, and liver dysfunction. Use in pregnancy may harm the baby. As a food it is generally recognized as safe. Asparaginase works by breaking down the amino acid known as asparagine without which the cancer cells cannot make protein.The most common nonhematological adverse reactions of asparaginase erwinia chrysanthemi (recombinant) include abnormal liver test, nausea, musculoskeletal pain, infection, fatigue, headache, febrile neutropenia, pyrexia, hemorrhage (bleeding), stomatitis, abdominal pain, decreased appetite, drug hypersensitivity, hyperglycemia, diarrhea, pancreatitis, and hypokalemia. The most common side effects of asparaginase erwinia chrysanthemi (recombinant) when given in combination with chemotherapy for the treatment of acute lymphoblastic leukemia and lymphoblastic lymphoma are abnormal liver tests, nausea, muscle and bone pain, and fatigue.Asparaginase was approved for medical use in the United States in 1978. It is on the World Health Organization's List of Essential Medicines. It is often made from Escherichia coli (E. coli) or Erwinia chrysanthemi."
Bendamustine,https://en.wikipedia.org/wiki/Bendamustine,Bendamustine,"Bendamustine, sold under the brand name Treanda among others, is a chemotherapy medication used in the treatment of chronic lymphocytic leukemia (CLL), multiple myeloma, and non-Hodgkin's lymphoma. It is given by injection into a vein.Common side effects include low blood cell counts, fever, nausea, diarrhea, loss of appetite, cough, and rash. Other severe side effects include allergic reactions and increased risk of infection. Use in pregnancy is known to harm the baby. Bendamustine is in the alkylating agents family of medication. It works by interfering with the function of DNA and RNA.Bendamustine was approved for medical use in the United States in 2008. It is on the World Health Organization's List of Essential Medicines. It was originally made from nitrogen mustard."
Bleomycin,https://en.wikipedia.org/wiki/Bleomycin,Bleomycin,"Bleomycin is a medication used to treat cancer. This includes Hodgkin's lymphoma, non-Hodgkin's lymphoma, testicular cancer, ovarian cancer, and cervical cancer among others. Typically used with other cancer medications, it can be given intravenously, by injection into a muscle or under the skin. It may also be administered inside the chest to help prevent the recurrence of a pleural effusion due to cancer; however talc is better for this.Common side effects include fever, weight loss, vomiting, and rash. A severe type of anaphylaxis may occur. It may also cause inflammation of the lungs that can result in lung scarring. Chest X-rays every couple of weeks are recommended to check for this. Bleomycin may cause harm to the baby if used during pregnancy. It is believed to primarily work by preventing the synthesis of DNA.Bleomycin was discovered in 1962. It is on the World Health Organization's List of Essential Medicines. It is available as a generic medication. It is made by the bacterium Streptomyces verticillus."
Calcium folinate,https://en.wikipedia.org/wiki/Calcium_folinate,Calcium_folinate,"Folinic acid, also known as leucovorin, is a medication used to decrease the toxic effects of methotrexate and pyrimethamine. It is also used in combination with 5-fluorouracil to treat colorectal cancer and pancreatic cancer, may be used to treat folate deficiency that results in anemia, and methanol poisoning. It is taken by mouth, injection into a muscle, or injection into a vein.Side effects may include trouble sleeping, allergic reactions, or fever. Use in pregnancy or breastfeeding is generally regarded as safe. When used for anemia it is recommended that pernicious anemia as a cause be ruled out first. Folinic acid is a form of folic acid that does not require activation by dihydrofolate reductase to be useful to the body.Folinic acid was first made in 1945. It is on the World Health Organization's List of Essential Medicines."
Capecitabine,https://en.wikipedia.org/wiki/Capecitabine,Capecitabine,"Capecitabine, sold under the brand name Xeloda among others, is a anticancer medication used to treat breast cancer, gastric cancer and colorectal cancer. For breast cancer it is often used together with docetaxel. It is taken by mouth.Common side effects include abdominal pain, vomiting, diarrhea, weakness, and rashes. Other severe side effects include blood clotting problems, allergic reactions, heart problems such as cardiomyopathy, and low blood cell counts. Use during pregnancy may result in harm to the fetus. Capecitabine, inside the body, is converted to 5-fluorouracil (5-FU) through which it acts. It belongs to the class of medications known as fluoropyrimidines, which also includes 5-FU and tegafur.Capecitabine was patented in 1992 and approved for medical use in 1998. It is on the World Health Organization's List of Essential Medicines."
Carboplatin,https://en.wikipedia.org/wiki/Carboplatin,Carboplatin,"Carboplatin, sold under the brand name Paraplatin among others, is a chemotherapy medication used to treat a number of forms of cancer. This includes ovarian cancer, lung cancer, head and neck cancer, brain cancer, and neuroblastoma. It is used by injection into a vein.Side effects generally occur. Common side effects include low blood cell levels, nausea, and electrolyte problems. Other serious side effects include allergic reactions and mutagenesis. It is may be carcinogenic, but further research is needed to confirm this. Use during pregnancy may result in harm to the baby. Carboplatin is in the platinum-based antineoplastic family of medications and works by interfering with duplication of DNA.Carboplatin was developed as a less toxic analogue of cisplatin. It was patented in 1972 and approved for medical use in 1989. It is on the 2023 World Health Organization's List of Essential Medicines."
Chlorambucil,https://en.wikipedia.org/wiki/Chlorambucil,Chlorambucil,"Chlorambucil, sold under the brand name Leukeran among others, is a chemotherapy medication used to treat chronic lymphocytic leukemia (CLL), Hodgkin lymphoma, and non-Hodgkin lymphoma. For CLL it is a preferred treatment. It is given by mouth.Common side effects include bone marrow suppression. Other serious side effects include an increased long term risk of further cancer, infertility, and allergic reactions. Use during pregnancy often results in harm to the baby. Chlorambucil is in the alkylating agent family of medications. It works by blocking the formation of DNA and RNA.Chlorambucil was approved for medical use in the United States in 1957. It is on the World Health Organization's List of Essential Medicines. It was originally made from nitrogen mustard."
Cisplatin,https://en.wikipedia.org/wiki/Cisplatin,Cisplatin,"Cisplatin is a chemotherapy medication used to treat a number of cancers. These include testicular cancer, ovarian cancer, cervical cancer, bladder cancer, head and neck cancer, esophageal cancer, lung cancer, mesothelioma, brain tumors and neuroblastoma. It is given by injection into a vein.Common side effects include bone marrow suppression, hearing problems, including total irreversible hearing loss, usually restricted to one ear, kidney damage, and vomiting. Other serious side effects include numbness, trouble walking, allergic reactions, electrolyte problems, and heart disease. Use during pregnancy can cause harm to the developing fetus. Cisplatin is in the platinum-based antineoplastic family of medications. It works in part by binding to DNA and inhibiting its replication.Cisplatin was discovered in 1845 and licensed for medical use in 1978 and 1979. It is on the World Health Organization's List of Essential Medicines."
Cyclophosphamide,https://en.wikipedia.org/wiki/Cyclophosphamide,Cyclophosphamide,"Cyclophosphamide (CP), also known as cytophosphane among other names, is a medication used as chemotherapy and to suppress the immune system. As chemotherapy it is used to treat lymphoma, multiple myeloma, leukemia, ovarian cancer, breast cancer, small cell lung cancer, neuroblastoma, and sarcoma. As an immune suppressor it is used in nephrotic syndrome, granulomatosis with polyangiitis, and following organ transplant, among other conditions. It is taken by mouth or injection into a vein.Most people develop side effects. Common side effects include low white blood cell counts, loss of appetite, vomiting, hair loss, and bleeding from the bladder. Other severe side effects include an increased future risk of cancer, infertility, allergic reactions, and pulmonary fibrosis. Cyclophosphamide is in the alkylating agent and nitrogen mustard family of medications. It is believed to work by interfering with the duplication of DNA and the creation of RNA.Cyclophosphamide was approved for medical use in the United States in 1959. It is on the World Health Organization's List of Essential Medicines."
Cytarabine,https://en.wikipedia.org/wiki/Cytarabine,Cytarabine,"Cytarabine, also known as cytosine arabinoside (ara-C), is a chemotherapy medication used to treat acute myeloid leukemia (AML), acute lymphocytic leukemia (ALL), chronic myelogenous leukemia (CML), and non-Hodgkin's lymphoma. It is given by injection into a vein, under the skin, or into the cerebrospinal fluid. There is a liposomal formulation for which there is tentative evidence of better outcomes in lymphoma involving the meninges.Common side effects include bone marrow suppression, vomiting, diarrhea, liver problems, rash, ulcer formation in the mouth, and bleeding. Other serious side effects include loss of consciousness, lung disease, and allergic reactions. Use during pregnancy may harm the baby. Cytarabine is in the antimetabolite and nucleoside analog families of medication. It works by blocking the function of DNA polymerase.Cytarabine was patented in 1960 and approved for medical use in 1969. It is on the World Health Organization's List of Essential Medicines."
Dacarbazine,https://en.wikipedia.org/wiki/Dacarbazine,Dacarbazine,"Dacarbazine, also known as imidazole carboxamide and sold under the brand name DTIC-Dome, is a chemotherapy medication used in the treatment of melanoma and Hodgkin's lymphoma. For Hodgkin's lymphoma it is often used together with vinblastine, bleomycin, and doxorubicin. It is given by injection into a vein.Common side effects include loss of appetite, vomiting, low white blood cell count, and low platelets. Other serious side effects include liver problems and allergic reactions. It is unclear if use in pregnancy is safe for the baby. Dacarbazine is in the alkylating agent and purine analog families of medication.Dacarbazine was approved for medical use in the United States in 1975. It is on the World Health Organization's List of Essential Medicines."
Dactinomycin,https://en.wikipedia.org/wiki/Dactinomycin,Dactinomycin,"Dactinomycin, also known as actinomycin D, is a chemotherapy medication used to treat a number of types of cancer. This includes Wilms tumor, rhabdomyosarcoma, Ewing's sarcoma, trophoblastic neoplasm, testicular cancer, and certain types of ovarian cancer. It is given by injection into a vein.Most people develop side effects. Common side effects include bone marrow suppression, vomiting, mouth ulcers, hair loss, liver problems, infections, and muscle pains. Other serious side effects include future cancers, allergic reactions, and tissue death if extravasation occurs. Use in pregnancy may harm the baby. Dactinomycin is in the cytotoxic antibiotic family of medications. It is believed to work by blocking the creation of RNA.Dactinomycin was approved for medical use in the United States in 1964. It is on the 2023 World Health Organization's List of Essential Medicines."
