drug_name,drug_page,name,content,len
Olanzapine,https://en.wikipedia.org/wiki/Olanzapine,Olanzapine,"Olanzapine (sold under the trade name Zyprexa among others) is an atypical antipsychotic primarily used to treat schizophrenia and bipolar disorder. For schizophrenia, it can be used for both new-onset disease and long-term maintenance. It is taken by mouth or by injection into a muscle.Common side effects include weight gain, movement disorders, dizziness, feeling tired, constipation, and dry mouth.",59
Red blood cells,https://en.wikipedia.org/wiki/Packed_red_blood_cell,Packed_red_blood_cell,"Packed red blood cells, also known as packed cells, are red blood cells that have been separated for blood transfusion. The packed cells are typically used in anemia that is either causing symptoms or when the hemoglobin is less than usually 70–80 g/L (7–8 g/dL). In adults, one unit brings up hemoglobin levels by about 10 g/L (1 g/dL).",59
Dapsone,https://en.wikipedia.org/wiki/Dapsone,Dapsone,"Dapsone, also known as 4,4'-sulfonyldianiline (SDA) or diaminodiphenyl sulfone (DDS), is an antibiotic commonly used in combination with rifampicin and clofazimine for the treatment of leprosy. It is a second-line medication for the treatment and prevention of pneumocystis pneumonia and for the prevention of toxoplasmosis in those who have poor immune function. Additionally, it has been used for acne,",59
Prednisolone,https://en.wikipedia.org/wiki/Prednisolone,Prednisolone,"Prednisolone is a corticosteroid, a steroid hormone used to treat certain types of allergies, inflammatory conditions, autoimmune disorders, and cancers. Some of these conditions include adrenocortical insufficiency, high blood calcium, rheumatoid arthritis, dermatitis, eye inflammation, asthma, and multiple sclerosis. It can be taken by mouth, injected into a vein, used topically as a skin cream, or as eye drops.",59
Clomifene,https://en.wikipedia.org/wiki/Clomifene,Clomifene,"Clomifene, also known as clomiphene, is a medication used to treat infertility in women who do not ovulate, including those with polycystic ovary syndrome. Use results in a greater chance of twins. It is taken by mouth once a day, with a course of treatment that usually lasts for five days.Common side effects include pelvic pain and hot flashes.",59
atazanavir,https://en.wikipedia.org/wiki/Atazanavir,Atazanavir,"Atazanavir, sold under the brand name Reyataz among others, is an antiretroviral medication used to treat HIV/AIDS. It is generally recommended for use with other antiretrovirals. It may be used for prevention after a needlestick injury or other potential exposure (postexposure prophylaxis (PEP)). It is taken by mouth.Common side effects include headache, nausea, yellowish skin, abdominal pain, trouble sleeping,",59
Propofol,https://en.wikipedia.org/wiki/Propofol,Propofol,"Propofol is the active component of an intravenous anesthetic formulation used for induction and maintenance of general anesthesia. It is chemically termed 2,6-diisopropylphenol. The formulation was originally approved under the brand name Diprivan. Numerous generic offerings of this formulation now exist. Intravenous administration is used to induce unconsciousness after which anesthesia may be maintained using a combination of medications.",59
Glass ionomer cement,https://en.wikipedia.org/wiki/Glass_ionomer_cement,Glass_ionomer_cement,"A glass ionomer cement (GIC) is a dental restorative material used in dentistry as a filling material and luting cement, including for orthodontic bracket attachment. Glass-ionomer cements are based on the reaction of silicate glass-powder (calciumaluminofluorosilicate glass) and polyacrylic acid, an ionomer. Occasionally water is used instead of an acid, altering the properties of the material and its uses.",59
Hydroxychloroquine,https://en.wikipedia.org/wiki/Hydroxychloroquine,Hydroxychloroquine,"Hydroxychloroquine, sold under the brand name Plaquenil among others, is a medication used to prevent and treat malaria in areas where malaria remains sensitive to chloroquine. Other uses include treatment of rheumatoid arthritis, lupus, and porphyria cutanea tarda. It is taken by mouth, often in the form of hydroxychloroquine sulfate.Common side effects may include vomiting, headache, changes in vision,",59
Pegaspargase,https://en.wikipedia.org/wiki/Pegaspargase,Pegaspargase,"Pegaspargase, sold under the brand name Oncaspar, is a medication used in the treatment of acute lymphoblastic leukemia (ALL). Often it is used together with anthracycline, vincristine, and corticosteroids (for example prednisone and dexamethasone). Pegaspargase can be administered either via an intravenous infusion or a intramuscular injection.Known side effects include allergic reactions, coagulopathy, high blood sugar, affecting liver function,",59
Copper-containing device,https://en.wikipedia.org/wiki/IUD_with_copper,IUD_with_copper,"A copper intrauterine device (IUD), also known as an intrauterine coil or copper coil or non-hormonal IUD, is a type of intrauterine device which contains copper. It is used for birth control and emergency contraception within five days of unprotected sex. It is one of the most effective forms of birth control with a one-year failure rate around 0.7%.",59
Dacarbazine,https://en.wikipedia.org/wiki/Dacarbazine,Dacarbazine,"Dacarbazine, also known as imidazole carboxamide and sold under the brand name DTIC-Dome, is a chemotherapy medication used in the treatment of melanoma and Hodgkin's lymphoma. For Hodgkin's lymphoma it is often used together with vinblastine, bleomycin, and doxorubicin. It is given by injection into a vein.Common side effects include loss of appetite, vomiting, low white blood cell count,",59
Meropenem/vaborbactam,https://en.wikipedia.org/wiki/Meropenem/vaborbactam,Meropenem/vaborbactam,"Meropenem/vaborbactam, sold under the brand name Vabomere among others, is a combination medication used to treat complicated urinary tract infections, complicated abdominal infections, and hospital-acquired pneumonia. It contains meropenem, a β-lactam antibiotic, and vaborbactam, a β-lactamase inhibitor. It is given by injection into a vein.Common side effects include headache, inflammation at the site of injection, nausea, diarrhea, liver inflammation,",59
Aciclovir,https://en.wikipedia.org/wiki/Aciclovir,Aciclovir,"Aciclovir (ACV), also known as acyclovir, is an antiviral medication. It is primarily used for the treatment of herpes simplex virus infections, chickenpox, and shingles. Other uses include prevention of cytomegalovirus infections following transplant and severe complications of Epstein–Barr virus infection. It can be taken by mouth, applied as a cream, or injected.Common side effects include nausea and diarrhea.",59
Bedaquiline,https://en.wikipedia.org/wiki/Bedaquiline,Bedaquiline,"Bedaquiline, sold under the brand name Sirturo, is a medication used to treat active tuberculosis. Specifically, it is used to treat multi-drug-resistant tuberculosis (MDR-TB) along with other medications for tuberculosis. It is used by mouth.Common side effects include nausea, joint pains, headaches, and chest pain. Serious side effects include QT prolongation, liver dysfunction, and an increased risk of death.",59
Permethrin,https://en.wikipedia.org/wiki/Permethrin,Permethrin,"Permethrin is a medication and an insecticide. As a medication, it is used to treat scabies and lice. It is applied to the skin as a cream or lotion. As an insecticide, it can be sprayed onto outer clothing or mosquito nets to kill the insects that touch them.Side effects include rash and irritation at the area of use.",59
Mesna,https://en.wikipedia.org/wiki/Mesna,Mesna,"Mesna, sold under the brand name Mesnex among others, is a medication used in those taking cyclophosphamide or ifosfamide to decrease the risk of bleeding from the bladder. It is used either by mouth or injection into a vein.Common side effects include headache, vomiting, sleepiness, loss of appetite, cough, rash, and joint pain. Serious side effects include allergic reactions.",59
Amidotrizoate,https://en.wikipedia.org/wiki/Amidotrizoate,Amidotrizoate,"Diatrizoate, also known as amidotrizoate, Gastrografin, is a contrast agent used during X-ray imaging. This includes visualizing veins, the urinary system, spleen, and joints, as well as computer tomography (CT scan). It is given by mouth, injection into a vein, injection into the bladder, through a nasogastric tube, or rectally.Relatively common side effects include vomiting, diarrhea, and skin redness.",59
Dihydroartemisinin/piperaquine phosphate,https://en.wikipedia.org/wiki/Dihydroartemisinin/piperaquine_phosphate,Dihydroartemisinin/piperaquine_phosphate,"Piperaquine/dihydroartemisinin (DHA/PPQ), sold under the brand name Eurartesim among others, is a fixed dose combination medication used in the treatment of malaria. It is a combination of piperaquine and dihydroartemisinin. Specifically it is used for malaria of the P. falciparum and P. vivax types. It is taken by mouth.Side effects are uncommon. Concerns include the possibility of QT prolongation.",59
Loratadine,https://en.wikipedia.org/wiki/Loratadine,Loratadine,"Loratadine, sold under the brand name Claritin among others, is a medication used to treat allergies. This includes allergic rhinitis (hay fever) and hives. It is also available in combination with pseudoephedrine, a decongestant, known as loratadine/pseudoephedrine. It is taken orally.Common side effects include sleepiness, dry mouth, and headache. Serious side effects are rare and include allergic reactions, seizures,",59
levodopa,https://en.wikipedia.org/wiki/Levodopa,Levodopa,"l-DOPA, also known as levodopa and l-3,4-dihydroxyphenylalanine, is made and used as part of the normal biology of some plants and animals, including humans. Humans, as well as a portion of the other animals that utilize l-DOPA, make it via biosynthesis from the amino acid l-tyrosine. l-DOPA is the precursor to the neurotransmitters dopamine, norepinephrine (noradrenaline), and epinephrine (adrenaline),",59
Cefotaxime,https://en.wikipedia.org/wiki/Cefotaxime,Cefotaxime,"Cefotaxime is an antibiotic used to treat a number of bacterial infections in human, other animals and plant tissue culture. Specifically in humans it is used to treat joint infections, pelvic inflammatory disease, meningitis, pneumonia, urinary tract infections, sepsis, gonorrhea, and cellulitis. It is given either by injection into a vein or muscle.Common side effects include nausea, allergic reactions,",59
Levamisole,https://en.wikipedia.org/wiki/Levamisole,Levamisole,"Levamisole, sold under the brand name Ergamisol among others, is a medication used to treat parasitic worm infections, specifically ascariasis and hookworm infections. It is taken by mouth.Side effects may include abdominal pain, vomiting, headache, and dizziness. Use is not recommended during breastfeeding or the third trimester of pregnancy. Serious side effects may include an increased risk of infection.",59
Rabies vaccine,https://en.wikipedia.org/wiki/Rabies_vaccine,Rabies_vaccine,"The rabies vaccine is a vaccine used to prevent rabies. There are several rabies vaccines available that are both safe and effective. Vaccinations must be administered prior to rabies virus exposure or within the latent period after exposure to prevent the disease. Transmission of rabies virus to humans typically occurs through a bite or scratch from an infectious animal,",59
Desmopressin,https://en.wikipedia.org/wiki/Desmopressin,Desmopressin,"Desmopressin, sold under the trade name DDAVP among others, is a medication used to treat diabetes insipidus, bedwetting, hemophilia A, von Willebrand disease, and high blood urea levels. In hemophilia A and von Willebrand disease, it should only be used for mild to moderate cases. It may be given in the nose, by injection into a vein, by mouth,",59
Pyrantel,https://en.wikipedia.org/wiki/Pyrantel,Pyrantel,"Pyrantel is a medication used to treat a number of parasitic worm infections. This includes ascariasis, hookworm infections, enterobiasis (pinworm infection), trichostrongyliasis, and trichinellosis. It is taken by mouth.Side effects include nausea, headache, dizziness, trouble sleeping, and rash. A lower dose should be used in people with liver disease. While it does not appear to be harmful during pregnancy,",59
Ciprofloxacin,https://en.wikipedia.org/wiki/Ciprofloxacin,Ciprofloxacin,"Ciprofloxacin is a fluoroquinolone antibiotic used to treat a number of bacterial infections. This includes bone and joint infections, intra-abdominal infections, certain types of infectious diarrhea, respiratory tract infections, skin infections, typhoid fever, and urinary tract infections, among others. For some infections it is used in addition to other antibiotics. It can be taken by mouth, as eye drops,",59
Diphtheria vaccine,https://en.wikipedia.org/wiki/Diphtheria_vaccine,Diphtheria_vaccine,"Diphtheria vaccine is a toxoid vaccine against diphtheria, an illness caused by Corynebacterium diphtheriae. Its use has resulted in a more than 90% decrease in number of cases globally between 1980 and 2000. The first dose is recommended at six weeks of age with two additional doses four weeks apart, after which it is about 95% effective during childhood.",59
Anastrozole,https://en.wikipedia.org/wiki/Anastrozole,Anastrozole,"Anastrozole, sold under the brand name Arimidex among others, is an antiestrogenic medication used in addition to other treatments for breast cancer. Specifically it is used for hormone receptor-positive breast cancer. It has also been used to prevent breast cancer in those at high risk. It is taken by mouth.Common side effects of anastrozole include hot flashes, altered mood,",59
Bortezomib,https://en.wikipedia.org/wiki/Bortezomib,Bortezomib,"Bortezomib, sold under the brand name Velcade among others, is an anti-cancer medication used to treat multiple myeloma and mantle cell lymphoma. This includes multiple myeloma in those who have and have not previously received treatment. It is generally used together with other medications. It is given by injection.Common side effects include nausea, diarrhea, tiredness, low platelets, fever, numbness,",59
Water for injection,https://en.wikipedia.org/wiki/Water_for_injection,Water_for_injection,"Water for injection is water of extra high quality without significant contamination. A sterile version is used for making solutions that will be given by injection. Before such use other substances generally must be added to make the solution isotonic. Isotonic solutions containing water for injection can be given by injection into a vein, muscle, or under the skin.",59
Glucose,https://en.wikipedia.org/wiki/Intravenous_sugar_solution,Intravenous_sugar_solution,"Intravenous sugar solution, also known as dextrose solution, is a mixture of dextrose (glucose) and water. It is used to treat low blood sugar or water loss without electrolyte loss. Water loss without electrolyte loss may occur in fever, hyperthyroidism, high blood calcium, or diabetes insipidus. It is also used in the treatment of high blood potassium, diabetic ketoacidosis,",59
Ulipristal,https://en.wikipedia.org/wiki/Ulipristal,Ulipristal,"Ulipristal acetate, sold under the brand name Ella among others, is a medication used for emergency contraception (birth control) and uterine fibroids. As emergency contraception it should be used within 120 hours of vaginally penetrating intercourse. For fibroids it may be taken for up to six months. It is taken by mouth.Common side effects include headache, nausea, feeling tired,",59
Tuberculin,https://en.wikipedia.org/wiki/Tuberculin,Tuberculin,"Tuberculin, also known as purified protein derivative, is a combination of proteins that are used in the diagnosis of tuberculosis. This use is referred to as the tuberculin skin test and is recommended only for those at high risk. Reliable administration of the skin test requires large amounts of training, supervision, and practice. Injection is done into the skin.",59
Vinorelbine,https://en.wikipedia.org/wiki/Vinorelbine,Vinorelbine,"Vinorelbine (NVB), sold under the brand name Navelbine among others, is a chemotherapy medication used to treat a number of types of cancer. This includes breast cancer and non-small cell lung cancer. It is given by injection into a vein or by mouth.Common side effects include bone marrow suppression, pain at the site of injection, vomiting, feeling tired, numbness,",59
Benzyl benzoate,https://en.wikipedia.org/wiki/Benzyl_benzoate,Benzyl_benzoate,"Benzyl benzoate is an organic compound which is used as a medication and insect repellent. As a medication it is used to treat scabies and lice. For scabies either permethrin or malathion is typically preferred. It is applied to the skin as a lotion. Typically two to three applications are needed. It is also present in Balsam of Peru,",59
Furosemide,https://en.wikipedia.org/wiki/Furosemide,Furosemide,"Furosemide is a loop diuretic medication used to treat edema due to heart failure, liver scarring, or kidney disease. It had many trade names including Discoid, Frusemide, Lasix and Uremide. Furosemide may also be used for the treatment of high blood pressure. It can be taken intravenously or orally. When given intravenously, furosemide typically takes effect within five minutes;",59
Sodium stibogluconate,https://en.wikipedia.org/wiki/Sodium_stibogluconate,Sodium_stibogluconate,"Sodium stibogluconate, sold under the brand name Pentostam among others, is a medication used to treat leishmaniasis. This includes leishmaniasis of the cutaneous, visceral, and mucosal types. Some combination of miltefosine, paramycin and liposomal amphotericin B, however, may be recommended due to issues with resistance. It is given by injection.Side effects are common and include loss of appetite, nausea,",59
Carboplatin,https://en.wikipedia.org/wiki/Carboplatin,Carboplatin,"Carboplatin, sold under the brand name Paraplatin among others, is a chemotherapy medication used to treat a number of forms of cancer. This includes ovarian cancer, lung cancer, head and neck cancer, brain cancer, and neuroblastoma. It is used by injection into a vein.Side effects generally occur. Common side effects include low blood cell levels, nausea, and electrolyte problems.",59
Ferrous salt,https://en.wikipedia.org/wiki/Iron_supplement,Iron_supplement,"Iron supplements, also known as iron salts and iron pills, are a number of iron formulations used to treat and prevent iron deficiency including iron deficiency anemia. For prevention they are only recommended in those with poor absorption, heavy menstrual periods, pregnancy, hemodialysis, or a diet low in iron. Prevention may also be used in low birth weight babies.",59
atenolol,https://en.wikipedia.org/wiki/Atenolol,Atenolol,"Atenolol is a beta blocker medication primarily used to treat high blood pressure and heart-associated chest pain. Atenolol, however, does not seem to improve mortality in those with high blood pressure. Other uses include the prevention of migraines and treatment of certain irregular heart beats. It is taken orally (by mouth) or by intravenous injection (injection into a vein).",59
dihydroartemisinin,https://en.wikipedia.org/wiki/Dihydroartemisinin,Dihydroartemisinin,"Dihydroartemisinin (also known as dihydroqinghaosu, artenimol or DHA) is a drug used to treat malaria. Dihydroartemisinin is the active metabolite of all artemisinin compounds (artemisinin, artesunate, artemether, etc.) and is also available as a drug in itself. It is a semi-synthetic derivative of artemisinin and is widely used as an intermediate in the preparation of other artemisinin-derived antimalarial drugs.",59
Fluoride,https://en.wikipedia.org/wiki/Fluoride_therapy,Fluoride_therapy,"Fluoride therapy is the use of fluoride for medical purposes. Fluoride supplements are recommended to prevent tooth decay in children older than six months in areas where the drinking water is low in fluoride. It is typically used as a liquid, pill, or paste by mouth. Fluoride has also been used to treat a number of bone diseases.Relatively high ingestion",60
Typhoid vaccine,https://en.wikipedia.org/wiki/Typhoid_vaccine,Typhoid_vaccine,"Typhoid vaccines are vaccines that prevent typhoid fever. Several types are widely available: typhoid conjugate vaccine (TCV), Ty21a (a live oral vaccine) and Vi capsular polysaccharide vaccine (ViPS) (an injectable subunit vaccine). They are about 30 to 70% effective in the first two years, depending on the specific vaccine in question. The Vi-rEPA vaccine has been shown to be efficacious",60
Alteplase,https://en.wikipedia.org/wiki/Alteplase,Alteplase,"Alteplase, sold under the brand name Activase among others, is a biosynthetic form of human tissue-type plasminogen activator (t-PA). It is a thrombolytic medication used to treat acute ischemic stroke, acute ST-elevation myocardial infarction (a type of heart attack), pulmonary embolism associated with low blood pressure, and blocked central venous catheter. It is given by injection into a vein or",60
Hydrochlorothiazide,https://en.wikipedia.org/wiki/Hydrochlorothiazide,Hydrochlorothiazide,"Hydrochlorothiazide, sold under the brand name Hydrodiuril among others, is a diuretic medication used to treat hypertension and swelling due to fluid build-up. Other uses include treating diabetes insipidus and renal tubular acidosis and to decrease the risk of kidney stones in those with a high calcium level in the urine. Hydrochlorothiazide is taken by mouth and may be combined",60
Ofloxacin,https://en.wikipedia.org/wiki/Ofloxacin,Ofloxacin,"Ofloxacin is a quinolone antibiotic useful for the treatment of a number of bacterial infections. When taken by mouth or injection into a vein, these include pneumonia, cellulitis, urinary tract infections, prostatitis, plague, and certain types of infectious diarrhea. Other uses, along with other medications, include treating multidrug resistant tuberculosis. An eye drop may be used for a superficial bacterial",60
clavulanic acid,https://en.wikipedia.org/wiki/Clavulanic_acid,Clavulanic_acid,"Clavulanic acid is a β-lactam drug that functions as a mechanism-based β-lactamase inhibitor. While not effective by itself as an antibiotic, when combined with penicillin-group antibiotics, it can overcome antibiotic resistance in bacteria that secrete β-lactamase, which otherwise inactivates most penicillins. In its most common preparations, potassium clavulanate (clavulanic acid as a salt of potassium) is combined with: amoxicillin (co-amoxiclav,",60
Ferrous salt/folic acid,https://en.wikipedia.org/wiki/Ferrous_salt/folic_acid,Ferrous_salt/folic_acid,"Ferrous salt/folic acid is a supplement used to prevent iron deficiency and folic acid deficiency during pregnancy. It can also be used to treat iron deficiency anemia. It is a fixed dose combination of ferrous salt and folic acid. It is taken by mouth.Side effects may include dark stools, constipation, and abdominal pain. Caution is advised in people with hemochromatosis.",60
folic acid,https://en.wikipedia.org/wiki/Folic_acid,Folic_acid,"Folate, also known as vitamin B9 and folacin, is one of the B vitamins. Manufactured folic acid, which is converted into folate by the body, is used as a dietary supplement and in food fortification as it is more stable during processing and storage. Folate is required for the body to make DNA and RNA and metabolise amino acids necessary",60
Intraperitoneal dialysis solution,https://en.wikipedia.org/wiki/Intraperitoneal_dialysis_solution,Intraperitoneal_dialysis_solution,"Peritoneal dialysis (PD) is a type of dialysis that uses the peritoneum in a person's abdomen as the membrane through which fluid and dissolved substances are exchanged with the blood. It is used to remove excess fluid, correct electrolyte problems, and remove toxins in those with kidney failure. Peritoneal dialysis has better outcomes than hemodialysis during the first couple of",60
Omeprazole,https://en.wikipedia.org/wiki/Omeprazole,Omeprazole,"Omeprazole, sold under the brand names Prilosec and Losec, among others, is a medication used in the treatment of gastroesophageal reflux disease (GERD), peptic ulcer disease, and Zollinger–Ellison syndrome. It is also used to prevent upper gastrointestinal bleeding in people who are at high risk. Omeprazole is a proton-pump inhibitor (PPI) and its effectiveness is similar to that of other",60
Hyoscine hydrobromide,https://en.wikipedia.org/wiki/Hyoscine_hydrobromide,Hyoscine_hydrobromide,"Scopolamine, also known as hyoscine, or Devil's Breath, is a natural or synthetically produced tropane alkaloid and anticholinergic drug that is used as a medication to treat motion sickness and postoperative nausea and vomiting. It is also sometimes used before surgery to decrease saliva. When used by injection, effects begin after about 20 minutes and last for up to 8",60
Multiple micronutrient powder,https://en.wikipedia.org/wiki/Multiple_micronutrient_powder,Multiple_micronutrient_powder,"Multiple micronutrient powder (MNP) is a combination of at least iron, zinc, and vitamin A. It is used to prevent malnutrition in children and during health emergencies. The target age group is generally those 6 month to 5 years of age. It is used by combining with food once a day for one or more months.While no side effects have",60
Tetanus vaccine,https://en.wikipedia.org/wiki/Tetanus_vaccine,Tetanus_vaccine,"Tetanus vaccine, also known as tetanus toxoid (TT), is a toxoid vaccine used to prevent tetanus. During childhood, five doses are recommended, with a sixth given during adolescence.After three doses, almost everyone is initially immune, but additional doses every ten years are recommended to maintain immunity. A booster shot should be given within 48 hours of an injury to people",60
Quinine,https://en.wikipedia.org/wiki/Quinine,Quinine,"Quinine is a medication used to treat malaria and babesiosis. This includes the treatment of malaria due to Plasmodium falciparum that is resistant to chloroquine when artesunate is not available. While sometimes used for nocturnal leg cramps, quinine is not recommended for this purpose due to the risk of serious side effects. It can be taken by mouth or intravenously.",60
ethinylestradiol,https://en.wikipedia.org/wiki/Ethinylestradiol,Ethinylestradiol,"Ethinylestradiol (EE) is an estrogen medication which is used widely in birth control pills in combination with progestins. In the past, EE was widely used for various indications such as the treatment of menopausal symptoms, gynecological disorders, and certain hormone-sensitive cancers. It is usually taken by mouth but is also used as a patch and vaginal ring.The general side effects",60
Methylprednisolone,https://en.wikipedia.org/wiki/Methylprednisolone,Methylprednisolone,"Methylprednisolone (Depo-Medrol, Medrol, Solu-Medrol) is a synthetic glucocorticoid, primarily prescribed for its anti-inflammatory and immunosuppressive effects. It is either used at low doses for chronic illnesses or used concomitantly at high doses during acute flares. Methylprednisolone and its derivatives can be administered orally or parenterally.Regardless of route of administration, methylprednisolone integrates systemically as exhibited by its effectiveness to quickly reduce",60
Propranolol,https://en.wikipedia.org/wiki/Propranolol,Propranolol,"Propranolol, sold under the brand name Inderal among others, is a medication of the beta blocker class. It is used to treat high blood pressure, a number of types of irregular heart rate, thyrotoxicosis, capillary hemangiomas, performance anxiety, and essential tremors, as well to prevent migraine headaches, and to prevent further heart problems in those with angina or previous heart",60
Ibuprofen,https://en.wikipedia.org/wiki/Ibuprofen,Ibuprofen,"Ibuprofen is a nonsteroidal anti-inflammatory drug (NSAID) that is used to relieve pain, fever, and inflammation. This includes painful menstrual periods, migraines, and rheumatoid arthritis. It may also be used to close a patent ductus arteriosus in a premature baby. It can be used orally (by mouth) or intravenously. It typically begins working within an hour.Common side effects include heartburn",60
Atropine,https://en.wikipedia.org/wiki/Atropine,Atropine,"Atropine is a tropane alkaloid and anticholinergic medication used to treat certain types of nerve agent and pesticide poisonings as well as some types of slow heart rate, and to decrease saliva production during surgery. It is typically given intravenously or by injection into a muscle. Eye drops are also available which are used to treat uveitis and early amblyopia.",60
Gentamicin,https://en.wikipedia.org/wiki/Gentamicin,Gentamicin,"Gentamicin is an antibiotic used to treat several types of bacterial infections. This may include bone infections, endocarditis, pelvic inflammatory disease, meningitis, pneumonia, urinary tract infections, and sepsis among others. It is not effective for gonorrhea or chlamydia infections. It can be given intravenously, by intramuscular injection, or topically. Topical formulations may be used in burns or for infections of",60
Dexamethasone,https://en.wikipedia.org/wiki/Dexamethasone,Dexamethasone,"Dexamethasone is a glucocorticoid medication used to treat rheumatic problems, a number of skin diseases, severe allergies, asthma, chronic obstructive lung disease, croup, brain swelling, eye pain following eye surgery, superior vena cava syndrome (a complication of some forms of cancer), and along with antibiotics in tuberculosis. In adrenocortical insufficiency, it may be used in combination with a mineralocorticoid medication",60
Oxygen,https://en.wikipedia.org/wiki/Oxygen_therapy,Oxygen_therapy,"Oxygen therapy, also referred to as supplemental oxygen, is the use of oxygen as medical treatment. Supplemental oxygen can also refer to the use of oxygen enriched air at altitude. Acute indications for therapy include hypoxemia (low blood oxygen levels), carbon monoxide toxicity and cluster headache. It may also be prophylactically given to maintain blood oxygen levels during the induction",60
Influenza vaccine,https://en.wikipedia.org/wiki/Influenza_vaccine,Influenza_vaccine,"Influenza vaccines, also known as flu shots, are vaccines that protect against infection by influenza viruses. New versions of the vaccines are developed twice a year, as the influenza virus rapidly changes. While their effectiveness varies from year to year, most provide modest to high protection against influenza. The United States Centers for Disease Control and Prevention (CDC) estimates that",60
Colecalciferol,https://en.wikipedia.org/wiki/Colecalciferol,Colecalciferol,"Cholecalciferol, also known as vitamin D3 and colecalciferol, is a type of vitamin D that is made by the skin when exposed to sunlight; it is found in some foods and can be taken as a dietary supplement.Cholecalciferol is made in the skin following UVB light exposure. It is converted in the liver to calcifediol (25-hydroxyvitamin D) which is then",60
vaborbactam,https://en.wikipedia.org/wiki/Vaborbactam,Vaborbactam,"Vaborbactam (INN) is a non-β-lactam β-lactamase inhibitor discovered by Rempex Pharmaceuticals, a subsidiary of The Medicines Company. While not effective as an antibiotic by itself, it restores potency to existing antibiotics by inhibiting the β-lactamase enzymes that would otherwise degrade them. When combined with an appropriate antibiotic it can be used for the treatment of gram-negative bacterial infections.In the United",60
Fluoxetine,https://en.wikipedia.org/wiki/Fluoxetine,Fluoxetine,"Fluoxetine, sold under the brand name Prozac, among others, is an antidepressant of the selective serotonin reuptake inhibitor (SSRI) class. It is used for the treatment of major depressive disorder, obsessive–compulsive disorder (OCD), bulimia nervosa, panic disorder, and premenstrual dysphoric disorder. It is also approved for treatment of major depressive disorder in adolescents and children 8 years of age and",60
Spironolactone,https://en.wikipedia.org/wiki/Spironolactone,Spironolactone,"Spironolactone, sold under the brand name Aldactone among others, is a medication that is primarily used to treat fluid build-up due to heart failure, liver scarring, or kidney disease. It is also used in the treatment of high blood pressure, low blood potassium that does not improve with supplementation, early puberty in boys, acne and excessive hair growth in women,",60
Pegfilgrastim,https://en.wikipedia.org/wiki/Pegfilgrastim,Pegfilgrastim,"Pegfilgrastim, sold under the brand name Neulasta among others, is a PEGylated form of the recombinant human granulocyte colony-stimulating factor (GCSF) analog filgrastim. It serves to stimulate the production of white blood cells (neutrophils). Pegfilgrastim was developed by Amgen.Pegfilgrastim treatment can be used to stimulate bone marrow to produce more neutrophils to fight infection in patients undergoing chemotherapy.Pegfilgrastim has a",60
Ethambutol/isoniazid/rifampicin,https://en.wikipedia.org/wiki/Ethambutol/isoniazid/rifampicin,Ethambutol/isoniazid/rifampicin,"Ethambutol/isoniazid/rifampicin, also known as ethambutol/isoniazid/rifampin, is a fixed-dose combination medication used to treat tuberculosis. It contains ethambutol, isoniazid, and rifampicin. It is used either along or with other anti-tuberculosis medication. It is taken by mouth. Side effects are those of the underlying medications. Use may not be suitable in children.It is on the World Health Organization's List of Essential Medicines.",60
Pilocarpine,https://en.wikipedia.org/wiki/Pilocarpine,Pilocarpine,"Pilocarpine is a medication used to reduce pressure inside the eye and treat dry mouth. As an eye drop it is used to manage angle closure glaucoma until surgery can be performed, ocular hypertension, primary open angle glaucoma, and to constrict the pupil after dilation. However, due to its side effects it is no longer typically used for long-term management.",60
Octreotide,https://en.wikipedia.org/wiki/Octreotide,Octreotide,"Octreotide, sold under the brand name Sandostatin among others, is an octapeptide that mimics natural somatostatin pharmacologically, though it is a more potent inhibitor of growth hormone, glucagon, and insulin than the natural hormone. It was first synthesized in 1979 by the chemist Wilfried Bauer, and binds predominantly to the somatostatin receptors SSTR2 and SSTR5.It was approved for use in",60
Abacavir,https://en.wikipedia.org/wiki/Abacavir,Abacavir,"Abacavir, sold under the brand name Ziagen among others, is a medication used to treat HIV/AIDS. Similar to other nucleoside analog reverse-transcriptase inhibitors (NRTIs), abacavir is used together with other HIV medications, and is not recommended by itself. It is taken by mouth as a tablet or solution and may be used in children over the age of three months.Abacavir",60
Pertussis vaccine,https://en.wikipedia.org/wiki/Pertussis_vaccine,Pertussis_vaccine,Pertussis vaccine is a vaccine that protects against whooping cough (pertussis). There are two main types: whole-cell vaccines and acellular vaccines. The whole-cell vaccine is about 78% effective while the acellular vaccine is 71–85% effective. The effectiveness of the vaccines appears to decrease by between 2 and 10% per year after vaccination with a more rapid decrease with the acellular,60
Norethisterone enantate,https://en.wikipedia.org/wiki/Norethisterone_enantate,Norethisterone_enantate,"Norethisterone enanthate (NETE), also known as norethindrone enanthate, is a form of hormonal birth control which is used to prevent pregnancy in women. It is used both as a form of progestogen-only injectable birth control and in combined injectable birth control formulations. It may be used following childbirth, miscarriage, or abortion. The failure rate per year in preventing pregnancy for",60
Lithium carbonate,https://en.wikipedia.org/wiki/Lithium_(medication),Lithium_(medication),"Certain lithium compounds, also known as lithium salts, are used as psychiatric medication, primarily for bipolar disorder and for major depressive disorder. In lower doses, other salts such as lithium citrate are known as nutritional lithium and have occasionally been used to treat ADHD. Lithium is taken orally.Common side effects include increased urination, shakiness of the hands, and increased thirst.",60
