code,source,title,definition,len
6A60,http://id.who.int/icd/entity/1456478153,Bipolar type I disorder,"Bipolar type I disorder is an episodic mood disorder defined by the occurrence of one or more manic or mixed episodes. A manic episode is an extreme mood state lasting at least one week unless shortened by a treatment intervention characterized by euphoria, irritability, or expansiveness, and by increased activity or a subjective experience of increased energy,",57
6B42,http://id.who.int/icd/entity/1183832314,Prolonged grief disorder,"Prolonged grief disorder is a disturbance in which, following the death of a partner, parent, child, or other person close to the bereaved, there is persistent and pervasive grief response characterized by longing for the deceased or persistent preoccupation with the deceased accompanied by intense emotional pain (e.g. sadness, guilt, anger, denial, blame, difficulty accepting the death,",57
1F68,http://id.who.int/icd/entity/1133998897,Hookworm diseases,"A disease caused by an infection with the parasitic worm Ancylostoma. This disease is characterized by pruritus at the site of larval penetration. In mild infections, this disease may be asymptomatic; in moderate to severe infections, this disease may present with cough, pharyngeal irritation during larval migration in airways, iron-deficiency anaemia, abdominal pain, nausea, bloody diarrhoea, fatigue,",57
6A21,http://id.who.int/icd/entity/106339515,Schizoaffective disorder,"Schizoaffective disorder is an episodic disorder in which the diagnostic requirements of schizophrenia and a manic, mixed, or moderate or severe depressive episode are met within the same episode of illness, either simultaneously or within a few days of each other. Prominent symptoms of schizophrenia (e.g. delusions, hallucinations, disorganization in the form of thought, experiences of influence,",57
CA0A,http://id.who.int/icd/entity/1836987572,Chronic rhinosinusitis,"Sinusitis is an inflammation of the mucosal lining of the paranasal sinuses secondary to both infectious and allergic mechanisms. The retention of sinus secretions is the most important event in the development of sinusitis. This creates a favorable milieu for the growth of infection agents and may be caused by the obstruction or narrowing of sinus ostia,",57
6B62,http://id.who.int/icd/entity/1807490186,Trance disorder,"Trance disorder is characterized by trance states in which there is a marked alteration in the individual’s state of consciousness or a loss of the individual’s customary sense of personal identity in which the individual experiences a narrowing of awareness of immediate surroundings or unusually narrow and selective focusing on environmental stimuli and restriction of movements, postures,",57
MF95,http://id.who.int/icd/entity/430370081,Myoglobinuria,"Myoglobinuria is the presence of myoglobin in the urine usually as result of rhabdomyolysis. Any process that interferes with the storage or use of energy by muscle cells can lead to myoglobinuria. When excreted into the urine, myoglobin can precipitate, causing tubular obstruction and acute kidney injury. The most common causes of myoglobinuria in adults are trauma,",57
6B23,http://id.who.int/icd/entity/675329566,Hypochondriasis,"Hypochondriasis is characterized by persistent preoccupation with or fear about the possibility of having one or more serious, progressive or life-threatening diseases. The preoccupation is associated with catastrophic misinterpretation of bodily signs or symptoms, including normal or commonplace sensations, and is manifest either in repetitive and excessive health-related behaviours or in maladaptive avoidance behaviours related to health.",57
FA24,http://id.who.int/icd/entity/1322678686,Juvenile idiopathic arthritis,"Juvenile idiopathic arthritis (JIA) is the term used to describe a group of inflammatory articular disorders of unknown cause that begin before the age of 16 and last over 6 weeks. Six disorders have been defined: systemic-onset juvenile idiopathic arthritis (formerly referred to as Still's disease), oligoarticular arthritis, rheumatoid factor-positive polyarthritis, rheumatoid factor-negative polyarthritis, enthesitis-related arthritis (spondylarthropathies),",57
2C32,http://id.who.int/icd/entity/1203447657,Basal cell carcinoma of skin,"Basal cell carcinoma or BCC is the most common malignancy in humans. It is believed that BCCs arise from pluripotential cells in the basal layer of the epidermis or, less commonly, hair follicle. BCCs typically occur in areas of chronic sun exposure and presents as slowly enlarging reddish papules, plaques or nodules on the head and neck,",57
9D43,http://id.who.int/icd/entity/136910467,Impairment of contrast vision,"Contrast sensitivity refers to the ability to distinguish small differences in brightness between adjacent surfaces. Peak Contrast sensitivity refers to the smallest differences that are discernible for large stimuli. For smaller objects, such as those involved in many Activities of Daily Living, contrast sensitivity interacts with visual acuity and visual field. Better contrast makes smaller details visible.",57
1C19,http://id.who.int/icd/entity/390042715,Legionnaires' disease,"A disease of the pulmonary system, caused by an infection with the gram-negative bacteria Legionella. This disease is characterized by cough, shortness of breath, fever, muscle aches, or headache. Transmission is by inhalation of mist or vapour contaminated with Legionella. Confirmation is by detection of Legionella antigen in urine, identification of Legionalla from sputum or lung biopsy,",57
KA8F,http://id.who.int/icd/entity/3517042,Neonatal vitamin K deficiency,"There are 3 forms of vitamin K–deficiency bleeding (VKDB) of the newborn. Early VKDB (haemorrhagic disease of the newborn) that occurs at 1-14 days of age. The most common sites of bleeding are the gastrointestinal tract, mucosal and cutaneous tissue, the umbilical stump, and the post-circumcision site. Late VKDB most commonly occurs at 2-12 weeks of age,",57
2A80,http://id.who.int/icd/entity/797822185,Follicular lymphoma,"Follicular lymphoma (FL) is a neoplasm composed of follicle centre (germinal centre) B-cells (typically both centrocytes and centroblasts/large transformed cells), which usually has at least a partially follicular pattern. t(14;18) with BCL2 rearrangement is frequently observed. If diffuse areas of any size comprised predominantly or entirely of blastic cells are present in any case of follicular lymphoma,",57
1B99,http://id.who.int/icd/entity/304649065,Pasteurellosis,"A disease caused by an infection with the gram-negative bacteria Pasteurella. This disease is characterised by local cellulitis and may lead to other clinical signs depending on the route of infection. Transmission is commonly by direct contact through the bite, scratch, or lick from an infected animal, inhalation of infected respiratory secretions, or ingestion of contaminated meat.",57
FA25,http://id.who.int/icd/entity/395622227,Gout,"Gout is an acute or chronic arthropathy resulting from deposition of monosodium urate monohydrate crystals in joint tissues. It is strongly associated with hyperuricaemia, which may be secondary to certain drugs, poisons or lymphoproliferative disorders. Gout is definitively diagnosed by demonstration of urate crystals in aspirated synovial fluid in the absence of an alternative aetiology for arthritis.",57
EH66,http://id.who.int/icd/entity/20014644,Fixed drug eruption,"The term fixed drug eruption describes the development of one or more annular or oval inflamed erythematous patches on the skin as a result of systemic exposure to a drug. The patches may develop into bullae. The inflamed patches normally resolve with post-inflammatory hyperpigmentation but typically recur at the same site(s), often with progressively more involved sites,",57
6A03,http://id.who.int/icd/entity/2099676649,Developmental learning disorder,"Developmental learning disorder is characterized by significant and persistent difficulties in learning academic skills, which may include reading, writing, or arithmetic. The individual’s performance in the affected academic skill(s) is markedly below what would be expected for chronological age and general level of intellectual functioning, and results in significant impairment in the individual’s academic or occupational functioning.",57
EA90,http://id.who.int/icd/entity/63698555,Psoriasis,"Psoriasis is a common, chronic, relapsing, inflammatory skin disorder characterized by abnormal epidermal keratinization and hyperproliferation. It has a strong genetic component and affects some 2% of the populations of many regions of the world. Up to 10-20% of patients with psoriasis also experience an inflammatory polyarthritis (psoriatic arthritis). Although many people with psoriasis have limited disease,",57
8D66,http://id.who.int/icd/entity/1925186604,Syringomyelia or syringobulbia,"In syringomyelia, there is fluid-filled tubular cavitation (syrinx formation) within the central spinal cord. The syrinx can elongate, enlarge and expand into the grey and white matter and, as it does so, it compresses the nervous tissue of the corticospinal and spinothalamic tracts and the anterior horn cells. This leads to the various neurological symptoms and signs.",57
3A91,http://id.who.int/icd/entity/1981095916,Congenital methaemoglobinaemia,"A disease caused by determinants in the antenatal period leading to lack of the enzyme cytochrome b5 reductase. This disease is characterised by elevated levels of methemoglobin within the blood leading to haemoglobin ineffectively releasing oxygen to body tissues. This disease may present with shortness of breath, cyanosis, headache, fatigue, exercise intolerance, dizziness and loss of consciousness.",57
6B05,http://id.who.int/icd/entity/830200631,Separation anxiety disorder,"Separation anxiety disorder is characterized by marked and excessive fear or anxiety about separation from specific attachment figures. In children, separation anxiety typically focuses on caregivers, parents or other family members; in adults it is typically a romantic partner or children. Manifestations of separation anxiety may include thoughts of harm or untoward events befalling the attachment figure,",57
6D51,http://id.who.int/icd/entity/775605963,Factitious disorder imposed on another,"Factitious disorder imposed on another is characterized by feigning, falsifying, or inducing, medical, psychological, or behavioural signs and symptoms or injury in another person, most commonly a child dependent, associated with identified deception. If a pre-existing disorder or disease is present in the other person, the individual intentionally aggravates existing symptoms or falsifies or induces additional symptoms.",57
6D50,http://id.who.int/icd/entity/790764418,Factitious disorder imposed on self,"Factitious disorder imposed on self is characterized by feigning, falsifying, or inducing medical, psychological, or behavioural signs and symptoms or injury associated with identified deception. If a pre-existing disorder or disease is present, the individual intentionally aggravates existing symptoms or falsifies or induces additional symptoms. The individual seeks treatment or otherwise presents himself or herself as ill, injured,",58
6D72,http://id.who.int/icd/entity/386330688,Amnestic disorder,"Amnestic disorder is characterized by severe memory impairment relative to the individual’s age and general level of intellectual functioning that is disproportionate to impairment in other cognitive domains. It is manifest by a severe deficit in acquiring memories or learning new information or the inability to recall previously learned information, without disturbance of consciousness or generalized cognitive impairment.",58
5B5D,http://id.who.int/icd/entity/952576129,Vitamin B6 deficiency,"A deficiency of vitamin B6 alone is uncommon because it usually occurs in association with a deficit in other B-complex vitamins. Hypovitaminosis B6 may often occur with riboflavin (vitamin B2) deficiency. The classical clinical symptoms of vitamin B6 deficiency are a seborrheic dermatitis, microcytic anaemia, epileptiform convulsions, and depression and confusion. Infants are especially susceptible to insufficient intakes,",58
1B94,http://id.who.int/icd/entity/980168338,Tularaemia,"A disease caused by an infection with Francisella tularensis. This disease is characterised by fever, chills, headache, and weakness, as well as other symptoms depending on the route of infection. Transmission is through the bite of an infected tick or deer fly, by ingestion of contaminated water or food, airborne transmission, or by direct contact with infected animals.",58
3A01,http://id.who.int/icd/entity/623613402,Megaloblastic anaemia due to vitamin B12 deficiency,"A disease caused by inadequate dietary intake of vitamin B12, impaired absorption of vitamin B12, surgical removal of the small bowel, coeliac disease or inherited mutations affecting absorption of vitamin B12. This disease is characterised by decreased levels of vitamin B12 in the body presenting with or without anaemia. This disease may present with fatigue, pallor, dizziness, seizures,",58
6C45,http://id.who.int/icd/entity/1689089786,Disorders due to use of cocaine,"Disorders due to use of cocaine are characterized by the pattern and consequences of cocaine use. In addition to Cocaine intoxication, cocaine has dependence-inducing properties, resulting in Cocaine dependence in some people and Cocaine withdrawal when use is reduced or discontinued. Cocaine is implicated in a wide range of harms affecting most organs and systems of the body,",58
2C70,http://id.who.int/icd/entity/1530443809,Malignant neoplasms of vulva,"Squamous cell carcinoma of the vulva occurs predominantly in the older age group. Although the incidence rate of vulvar intraepithelial neoplasia is increasing, that of squamous cell carcinoma of the vulva is declining, reflecting earlier detection and more successful treatment. In addition to human papillomavirus infection, cigarette smoking is a putative risk factor for vulvar squamous cell carcinoma.",58
8C62,http://id.who.int/icd/entity/796417193,Lambert-Eaton syndrome,"Lambert-Eaton myasthenic syndrome, 20 times as rare as Acetylcholine receptor positive Myasthenia gravis with a prevalence of 3.42 per million, is an immune-mediated disease of the neuromuscular junction. Clinically the disease is characterized by proximal weakness of the legs. In most patients, the weakness extends to other muscles including the oculobulbar ones. Autonomic symptoms (dry mouth, erectile dysfunction,",58
ED56,http://id.who.int/icd/entity/1614890502,Keratosis pilaris,Keratosis pilaris is a very common abnormality of keratinization characterized by keratinous plugging of follicular orifices with varying degrees of perifollicular erythema. It is seen in up to half of normal children and in three quarters of children with ichthyosis vulgaris. The sides of the face and the extensor surfaces of the upper arms are sites of predilection.,58
6C41,http://id.who.int/icd/entity/1913137404,Disorders due to use of cannabis,"Disorders due to use of cannabis are characterised by the pattern and consequences of cannabis use. In addition to Cannabis intoxication, cannabis has dependence-inducing properties, resulting in Cannabis dependence in some people and Cannabis withdrawal when use is reduced or discontinued. Cannabis is implicated in a wide range of harms affecting most organs and systems of the body,",58
8B60,http://id.who.int/icd/entity/661720689,Motor neuron disease,"Motor neuron disease is a neurodegenerative disorder of undetermined etiology, characterized by degeneration of upper motor neurons (cortical Betz cells and corticospinal tract) or lower motor neurons (ventral horns of spinal cord and cranial nerve motor nuclei) or both. Features of involvement of lower motor neurons (LMN) are atrophy, weakness, fasciculations, hypotonia, decreased or absent deep tendon reflexes.",58
6C73,http://id.who.int/icd/entity/295017661,Intermittent explosive disorder,"Intermittent explosive disorder is characterized by repeated brief episodes of verbal or physical aggression or destruction of property that represent a failure to control aggressive impulses, with the intensity of the outburst or degree of aggressiveness being grossly out of proportion to the provocation or precipitating psychosocial stressors. The symptoms are not better explained by another mental, behavioural,",58
6C43,http://id.who.int/icd/entity/111507461,Disorders due to use of opioids,"Disorders due to use of opioids are characterised by the pattern and consequences of opioid use. In addition to Opioid intoxication, opioids have dependence-inducing properties, resulting in Opioid dependence in some people and Opioid withdrawal when use is reduced or discontinued. Opioids are implicated in a wide range of harms affecting most organs and systems of the body,",58
6C4A,http://id.who.int/icd/entity/268445189,Disorders due to use of nicotine,"Disorders due to use of nicotine are characterised by the pattern and consequences of nicotine use. In addition to Nicotine intoxication, nicotine has dependence-inducing properties, resulting in Nicotine dependence in some people and Nicotine withdrawal when use is reduced or discontinued. Nicotine is implicated in a wide range of harms affecting most organs and systems of the body,",58
6B04,http://id.who.int/icd/entity/2062286624,Social anxiety disorder,"Social anxiety disorder is characterized by marked and excessive fear or anxiety that consistently occurs in one or more social situations such as social interactions (e.g., having a conversation), being observed (e.g., eating or drinking), or performing in front of others (e.g., giving a speech). The individual is concerned that he or she will act in a way,",58
QE84,http://id.who.int/icd/entity/505909942,Acute stress reaction,"Acute stress reaction refers to the development of transient emotional, somatic, cognitive, or behavioural symptoms as a result of exposure to an event or situation (either short- or long-lasting) of an extremely threatening or horrific nature (e.g., natural or human-made disasters, combat, serious accidents, sexual violence, assault). Symptoms may include autonomic signs of anxiety (e.g., tachycardia, sweating, flushing),",58
2C20,http://id.who.int/icd/entity/1078206702,Malignant neoplasms of nasal cavity,"From the chapter on Nasal Cavity (H&N BB) Although the nasal cavity and paranasal sinuses occupy a relatively small anatomical space, they are the site of origin of some of the more complex, histologically diverse group of tumours in the entire human body. These include neoplasms derived from mucosal epithelium, seromucinous glands, soft tissues, bone, cartilage, neural/neuroectodermal tissue,",58
1D62,http://id.who.int/icd/entity/271833991,Hantavirus disease,"An acute zoonotic viral disease characterized by abrupt onset of fever, influenza-like clinical signs (e.g., chills, headache, myalgia, dry cough), gastrointestinal signs (e.g., diffuse abdominal pain, vomiting, diarrhoea), transient troubled vision (acute myopia), lumbalgia due to renal swelling, haemorrhagic manifestations to various degrees sometimes followed by rapidly increasing dyspnoea due to not-cardiogenic acute lung edema, and/or renal involvement.",58
6C40,http://id.who.int/icd/entity/1676588433,Disorders due to use of alcohol,"Disorders due to use of alcohol are characterised by the pattern and consequences of alcohol use. In addition to Alcohol intoxication, alcohol has dependence-inducing properties, resulting in Alcohol dependence in some people and Alcohol withdrawal when use is reduced or discontinued. Alcohol is implicated in a wide range of harms affecting most organs and systems of the body,",58
1F67,http://id.who.int/icd/entity/263366843,Gnathostomiasis,"A disease caused by an infection with the parasitic worm Gnathostoma. This disease is characterized by painful, itchy swelling under the skin from movement of the parasite under the skin. This disease may also initially present with fever, lethargy, abdominal pain, vomiting, or diarrhoea, and may infect other parts of the body (lungs, bladder, eyes, ears, nervous system).",58
5A91,http://id.who.int/icd/entity/1012371341,Delayed puberty,"This is when an organism has passed the usual age of onset of puberty with no physical or hormonal signs that it is beginning. Puberty may be delayed for several years and still occur normally, in which case it is considered constitutional delay, a variation of healthy physical development. Delay of puberty may also occur due to malnutrition,",58
8A42,http://id.who.int/icd/entity/1390433308,Acute disseminated encephalomyelitis,"Acute disseminated encephalomyelitis is a demyelinating disorder of the central nervous system. It usually develops after acute viral or bacterial infection or vaccination, with a sudden onset of irritability and lethargy after a prodromal period of 1-4 weeks. Major symptoms include fever, headache, drowsiness, changes in mental status, seizures and coma. Weakness, vomiting, weight loss, stiff neck, ataxia,",58
1F6D,http://id.who.int/icd/entity/1794729263,Toxocariasis,"A condition caused by an infection with the parasitic worm Toxocara. In ocular infections, this condition is characterized by vision loss or inflammation of the eye; in visceral infections, this condition is characterized by fever, coughing, enlarged liver, or pneumonia. This condition may also be asymptomatic. Transmission is by the faecal-oral route through the ingestion of food, water,",58
6C90,http://id.who.int/icd/entity/1487528823,Oppositional defiant disorder,"Oppositional defiant disorder is a persistent pattern (e.g., 6 months or more) of markedly defiant, disobedient, provocative or spiteful behaviour that occurs more frequently than is typically observed in individuals of comparable age and developmental level and that is not restricted to interaction with siblings. Oppositional defiant disorder may be manifest in prevailing, persistent angry or irritable mood,",58
8C81,http://id.who.int/icd/entity/1227790808,Autoimmune myopathy,"Autoimmune myopathy is a subgroup of idiopathic inflammatory myopathies, which despite diverse causes, have the common histopathological features of myocyte necrosis without significant inflammation. Patients present with a subacute severe symmetrical proximal myopathy, associated with a markedly elevated creatine kinase level. These are most likely immune-mediated, as they respond to immunotherapy. it is often accompanied by statin therapy,",58
3B61,http://id.who.int/icd/entity/1733531851,Thrombophilia,"A disease caused by determinants arising after birth or genetically inherited factors leading to abnormalities in blood. This disease is characterised by abnormality of blood coagulation that increases the risk of thrombosis, clots in blood vessels. This disease may present with deep vein thrombosis or pulmonary embolism. Confirmation is identification of abnormal blood coagulation in a blood sample.",58
6B01,http://id.who.int/icd/entity/56162827,Panic disorder,"Panic disorder is characterized by recurrent unexpected panic attacks that are not restricted to particular stimuli or situations. Panic attacks are discrete episodes of intense fear or apprehension accompanied by the rapid and concurrent onset of several characteristic symptoms (e.g., palpitations or increased heart rate, sweating, trembling, shortness of breath, chest pain, dizziness or lightheadedness, chills, hot flushes,",58
EA81,http://id.who.int/icd/entity/1771541907,Seborrhoeic dermatitis and related conditions,"A group of related inflammatory skin disorders affecting predominantly the scalp, face, upper trunk and flexures and characterized by variable amounts of erythema, scale, inflammation and exudation. It is thought that Malassezia yeasts pay an important role in their pathogenesis. Although these disorders are common, they are seen with increased frequency and severity amongst persons infected with HIV.",58
1F76,http://id.who.int/icd/entity/733748279,Taeniasis,"A disease of the intestines, caused by an infection with the adult parasitic worm Taenia. This disease is characterized by abdominal pain, weight loss, diarrhoea, constipation, or may be asymptomatic. Transmission is by ingestion of larval cysts in undercooked beef or pork. Confirmation is by identification of Taenia eggs or proglottids in faecal samples (samples from multiple days).",58
KB8C,http://id.who.int/icd/entity/1478592418,Noninfectious neonatal diarrhoea,"Non-infectious causes of diarrhoea in neonates. Childhood diarrhoea is most often caused by infection. Much less often, however, it is due to other causes - eg, malabsorption or dietary intolerance, endocrine abnormalities, hormone-secreting tumours, pancreatic and liver dysfunction. Non-infectious causes of diarrhoea may have other systemic signs and symptoms. Neonates are at particular risk of dehydration and malnutrition.",58
MD41,http://id.who.int/icd/entity/68789898,Clinical findings on diagnostic imaging of lung,"Clinical findings on diagnostic imaging of lung is findings on diagnostic imaging of the lung which don't appear in normal status of the body. Diagnostic imaging refers to technologies that doctors use to look inside body for clues about a medical condition. X-rays, CT scans, nuclear medicine scans, MRI scans and ultrasound are all types of diagnostic imaging.",58
GB42,http://id.who.int/icd/entity/1467154806,Persistent proteinuria or albuminuria,"Persistent albuminuria >3mg/mmol creatinine or >30mg/day is regarded as abnormal, indicative and often the first manifestation of chronic kidney disease (KDOQI, KDIGO). In surveillance for CKD in “at risk” patients such as diabetics, urinalysis for albuminuria is recommended by most clinical practice guidelines. This diagnosis does not refer to intermittent proteinuria as in orthostatic or exercise induced proteinuria,",58
XH1ZH1,http://id.who.int/icd/entity/1679690951,Pineoblastoma,"Pineoblastomas are a rare, malignant type of supratentorial primitive neuroectodermal tumor, found mainly in children (less than 10% of cases are reported in adults), located in the pineal region of the brain but that can metastasize along the neuroaxis. As they are the most aggressive of the pineal parenchymal tumors, they are usually associated with a poor prognosis.",58
1B9A,http://id.who.int/icd/entity/63835650,Extraintestinal yersiniosis,"A disease caused by an infection with the gram-negative bacteria Yersinia enterocolitica, excluding infections in the intestinal tract. This disease presents with symptoms depending on the site of infection, and may lead to a systemic infection. Transmission is by the faecal-oral route from the ingestion of contaminated food or water, or direct contact with infected animals or humans.",58
LA04,http://id.who.int/icd/entity/1878746673,Congenital hydrocephalus,"A disease caused by failure of the brain to correctly develop during the antenatal period. This condition is characterized by a rapid increase in head circumference or an unusually large head size due to excessive accumulation of cerebrospinal fluid in the brain. This condition may also present with vomiting, sleepiness, irritability, downward deviation of the eyes, or seizures.",58
EF70,http://id.who.int/icd/entity/221427391,Lower limb venous eczema,"A pruritic inflammatory dermatitis affecting the lower legs and ankles of individuals with lower limb venous hypertension. It may become acutely exudative, when the possibility of superimposed allergic contact dermatitis should be considered. Treatment of the associated venous hypertension is an important part of management. Venous eczema is not necessarily associated with the presence of varicose leg veins.",58
AA02,http://id.who.int/icd/entity/984580942,Malignant otitis externa,"Malignant otitis externa is a rare life-threatening infective complication of otitis externa. It is due in the majority of cases to Pseudomonas aeruginosa. Organisms penetrate from the external ear canal into the surrounding deeper tissues resulting in osteomyelitis of the temporal bone and risks of damage to adjacent cranial nerves and septic thrombo-emboli to the brain. Advanced age,",58
MG00,http://id.who.int/icd/entity/1890907767,Clinical findings on diagnostic imaging of breast,"Clinical findings on diagnostic imaging of breast is findings on diagnostic imaging of the breast which don't appear in normal status of the body. Diagnostic imaging refers to technologies that doctors use to look inside body for clues about a medical condition. X-rays, CT scans, nuclear medicine scans, MRI scans and ultrasound are all types of diagnostic imaging.",58
CB26,http://id.who.int/icd/entity/951218073,Haemothorax,"Hemothorax is the presence of blood with or without air in the pleural space. The most common cause is chest trauma. Hemothorax should be considered to be present when the hematocrit of the pleural fluid is more than half that of the peripheral blood. A number of bleeding sites may be responsible for the hemothorax, including pulmonary laceration,",58
1A05,http://id.who.int/icd/entity/1000894786,Intestinal infections due to Yersinia enterocolitica,"A disease of the intestinal tract, caused by an infection with the gram-negative bacteria Yersinia enterocolitica. This disease commonly presents with a fever, diarrhoea, or abdominal pain. This disease may also lead to a systemic infection. Transmission is by the faecal-oral route from the ingestion of contaminated food or water, or direct contact with infected individuals or animal.",58
EA20,http://id.who.int/icd/entity/1187800629,Necrolytic acral erythema,Necrolytic acral erythema is a distinctive acrally-located dermatosis affecting patients with active viral hepatitis C. It manifests principally on the dorsal surfaces of the feet and hands as well circumscribed dusky erythematous areas with flaccid blisters in its early stages and elevated scaly psoriasiform plaques in its chronic form. Microscopically there is keratinocyte necrosis in the upper epidermis.,58
1F2E,http://id.who.int/icd/entity/268777657,Paracoccidioidomycosis,"A disease caused by an infection with the fungi Paracoccidioides brasiliensis. This disease commonly presents with fever, toxaemia, weight loss, adenopathy, hepatosplenomegaly, anaemia, or eosinophilia. This disease may present with symptoms similar to tuberculosis, leukaemia, or lymphoma. Transmission is by inhalation of fungal spores. Confirmation is by identification of Paracoccidioides brasiliensis in a blood, sputum, or skin sample.",58
8E00,http://id.who.int/icd/entity/1553463690,Sporadic Creutzfeldt-Jakob Disease,"A disease of the brain, that is associated with a mutation of normal prion protein genes or spontaneous transformation of prion proteins. This disease is characterized by a long incubation period, progressive dementia, neurological deficits, and is fatal. Transmission may be by direct contact with infected nervous tissue or blood. Confirmation is by pathological examination of the brain.",58
8E41,http://id.who.int/icd/entity/592562777,Pachymeningitis,"Inflammation of the pachymeninges resulting in localized or diffuse thickening of the dura mater which can be caused by chronic infection, inflammatory and immune-mediated disorders and malignancies. The cranial and/or the spinal dura may be affected. Neurological features includes headache, visual disturbance, cranial nerve palsies, ataxia and with spinal involvement, limb weakness, sensory impairment and sphincter disturbances .",58
MA81,http://id.who.int/icd/entity/1809393168,Speech dysfluency,"Speech dysfluency is characterized by the frequent or pervasive disruption of the rhythmic flow of speech that arises subsequent to the developmental period (i.e., adult onset) and is outside the limits of normal variation and results in reduced intelligibility and significantly affects communication. It can involve repetitions of sounds, syllables or words, prolongations, word breaks, blockage of production,",58
9B66,http://id.who.int/icd/entity/892860325,Intermediate choroiditis,"This is a form of uveitis localized to the vitreous and peripheral retina. Primary sites of inflammation include the vitreous of which other such entities as pars planitis, posterior cyclitis, and hyalitis are encompassed. Intermediate uveitis may either be an isolated eye disease or associated with the development of a systemic disease such as multiple sclerosis or sarcoidosis.",58
1F61,http://id.who.int/icd/entity/2005274000,Anisakiasis,"A disease caused by an infection with the parasitic worm Anisakis. This disease presents with severe abdominal pain, nausea, vomiting, or a hypersensitivity reaction. Transmission is by ingestion of undercooked contaminated fish or squid. Confirmation is by a history of consumption of undercooked fish or squid, or identification of Anisakis in the intestines or in a vomit sample.",58
1D49,http://id.who.int/icd/entity/1562906700,Crimean-Congo haemorrhagic fever,"A disease caused by an infection with Crimean-Congo haemorrhagic fever virus. The incubation period ranges from 2 to 9 days. Symptoms/signs typically include high fever, headache, malaise, arthralgia, myalgia, nausea, abdominal pain, and rarely diarrhea. Early signs typically include fever, hypotension, conjunctivitis, and cutaneous flushing or a skin rash. Later, patients may develop signs of progressive hemorrhagic diathesis,",58
1F62,http://id.who.int/icd/entity/17842540,Ascariasis,"A disease caused by an infection with the parasitic worm Ascaris lumbricoides. This disease presents with symptoms depending on the extent of the infection, ranging from asymptomatic to intestinal blockage. Transmission is by the faecal-oral route from the ingestion of Ascaris eggs in contaminated food or water. Confirmation is by identification of Ascaris eggs in a faecal sample.",58
7A84,http://id.who.int/icd/entity/1125130790,Sleep-related rhythmic movement disorder,"The movements of rhythmic movement disorder (RMD) consist of stereotyped contractions of large muscle groups at 0.5 Hz to 2 Hz during drowsiness or sleep. In order for the movements to be classified as a disorder, they must cause interference with normal sleep, impairment in daytime functioning, or bodily injury. RMD is common in infancy and early childhood.",58
1D44,http://id.who.int/icd/entity/854137188,Rift Valley fever,"A disease caused by an infection with Rift Valley fever virus. This disease is commonly asymptomatic. This disease may also present with fever, liver abnormalities, weakness, back pain, or dizziness. Transmission is through the bite of an infected mosquito. Confirmation is commonly by detection of Rift Valley fever virus specific IgM or IgG antibodies in a blood sample.",58
1A80,http://id.who.int/icd/entity/1090786293,Chlamydial lymphogranuloma,"A disease of the inguinal lymph glands, caused by an infection with the gram-negative bacteria Chlamydia trachomatis. This disease is characterized by a genital ulcer, buboes, abscesses in the groin, blood in faeces, tenesmus, or proctocolitis. Transmission is by sexual contact. Confirmation is by identification of Chlamydia trachomatis in a blood sample or by polymerase chain reaction tests.",58
3B65,http://id.who.int/icd/entity/757747508,"Thrombotic microangiopathy, not elsewhere classified","Thrombotic microangiopathies are microvascular occlusive disorders characterized by systemic or intrarenal aggregation of platelets, thrombocytopenia, and mechanical injury to erythrocytes. Thrombotic thrombocytopenic purpura (TTP) and hemolytic–uremic syndrome (HUS) represent a spectrum of thrombotic microangiopathies. In TTP, systemic microvascular aggregation of platelets causes ischemia in the brain and other organs. In HUS, platelet–fibrin thrombi predominantly occlude the renal circulation.",58
6A05,http://id.who.int/icd/entity/821852937,Attention deficit hyperactivity disorder,"Attention deficit hyperactivity disorder is characterized by a persistent pattern (at least 6 months) of inattention and/or hyperactivity-impulsivity, with onset during the developmental period, typically early to mid-childhood. The degree of inattention and hyperactivity-impulsivity is outside the limits of normal variation expected for age and level of intellectual functioning and significantly interferes with academic, occupational, or social functioning.",58
1F2K,http://id.who.int/icd/entity/646368820,Talaromycosis,"Talaromycosis is an infection due to Talaromyces marneffei, an ubiquitous saprophyte of soil and decomposing organic matter. This dimorphic fungus, formerly known as Penicillium marneffei, is endemic to Southeast Asia and the southern part of China. Once considered rare, its occurrence has increased due to AIDS. It is now the third most common opportunistic infection in HIV-positive individuals.",58
6A72,http://id.who.int/icd/entity/810797047,Dysthymic disorder,"Dysthymic disorder is characterized by a persistent depressive mood (i.e., lasting 2 years or more), for most of the day, for more days than not. In children and adolescents depressed mood can manifest as pervasive irritability.The depressed mood is accompanied by additional symptoms such as markedly diminished interest or pleasure in activities, reduced concentration and attention or indecisiveness,",58
6D83,http://id.who.int/icd/entity/831337417,Frontotemporal dementia,"Frontotemporal dementia (FTD) is a group of primary neurodegenerative disorders primarily affecting the frontal and temporal lobes. Onset is typically insidious with a gradual and worsening course. Several syndromic variants (some with an identified genetic basis or familiality) are described that include presentations with predominantly marked personality and behavioral changes (such as executive dysfunction, apathy, deterioration of social cognition,",59
